Municipality,2012,2011,2010,2009,2008
Barrie,,10.0,,,
Brant,,,,,
Caledon,,,,-10.6,
Durham,-5.9,-3.8,0.4,,
Halton,-11.5,-5.4,-7.6,-7.4,
Hamilton,-7.4,-6.8,-10.0,-6.0,
London,-8.3,-6.0,1.0,2.0,
Muskoka,,,-2.8,4.4,
Niagara,-14.6,-2.4,1.4,3.0,
Ottawa,-5.5,-3.6,-1.4,-0.6,
Peel,,,,-2.8,
Sudbury (Greater),-5.6,-4.4,-4.0,-2.6,
Thunder Bay,-8.8,-10.4,9.0,11.0,
Toronto,-8.9,-9.6,-6.4,-2.4,
Waterloo,-3.8,-2.6,-2.8,-1.0,
Windsor,12.7,17.0,,,
Winnipeg,,-3.4,,,
York,-6.2,-4.6,-2.8,0.0,
