Municipality,2012,2011,2010,2009,2008
Barrie,73.2,69.0,74.0,,
Brant,,,,,
Caledon,,,,,
Durham,64.7,67.1,65.6,62.0,64.7
Halton,74.7,71.4,64.4,74.4,
Hamilton,54.5,53.3,48.4,,
London,70.2,70.0,69.8,66.6,68.3
Muskoka,,,,,
Niagara,69.1,70.5,61.0,,
Ottawa,60.7,50.9,,,
Peel,,,,,
Sudbury (Greater),76.6,65.2,69.4,65.4,70.5
Thunder Bay,68.9,64.4,64.4,,
Toronto,50.4,47.5,47.8,48.9,49.0
Waterloo,57.1,60.8,61.4,64.6,69.2
Windsor,65.0,62.3,63.1,64.1,66.5
Winnipeg,50.4,51.1,,,
York,65.9,69.4,65.7,65.5,63.7
