Municipality,2012,2011,2010,2009,2008
Barrie,,-3.4,-0.8,,
Brant,,,,,
Caledon,,,,-5.0,
Durham,-6.0,-6.8,-4.0,-3.4,
Halton,-6.0,-3.8,-1.8,-3.0,
Hamilton,-3.8,-3.8,-2.4,-2.0,
London,-4.8,-6.0,-3.0,0.4,
Muskoka,,,,-6.8,
Niagara,-3.8,-4.4,-1.8,-18.0,
Ottawa,-4.5,-6.0,-5.2,1.2,
Peel,,,,-2.6,
Sudbury (Greater),-2.3,-0.6,-0.8,-4.0,
Thunder Bay,-4.6,-1.6,0.2,-0.2,
Toronto,-4.7,-4.6,-3.8,-2.8,
Waterloo,-3.0,-4.9,-2.8,-2.8,
Windsor,-4.0,-4.2,-5.0,-7.8,
Winnipeg,-9.1,-10.2,,,
York,-4.8,-5.2,-4.2,-5.8,
