Municipality,2012,2011,2010,2009,2008
Barrie,,-8.2,-9.8,,
Brant,,,,,
Caledon,,,,-7.2,
Durham,-5.3,-4.0,-3.2,-2.8,
Halton,-5.8,-5.4,-8.2,-8.6,
Hamilton,-2.8,-3.2,-6.8,-6.0,
London,-1.7,-3.6,0.2,5.2,
Muskoka,,,,-2.8,
Niagara,-5.4,-2.6,-2.0,-2.0,
Ottawa,-1.8,-0.2,-2.4,-15.8,
Peel,,,,-5.6,
Sudbury (Greater),0.9,1.0,1.2,3.4,
Thunder Bay,-1.2,-0.2,2.4,0.4,
Toronto,-6.9,-6.2,-7.2,-7.2,
Waterloo,-3.8,-2.7,19.6,15.8,
Windsor,-6.9,-11.4,-7.4,-9.2,
Winnipeg,3.3,1.2,,,
York,-5.0,-3.2,-5.2,-1.2,
