Municipality,2012,2011,2010,2009,2008
Barrie,43.9,43.0,42.0,,
Brant,,,,,
Caledon,,,,,
Durham,48.6,49.3,48.9,47.6,46.0
Halton,40.7,41.8,38.3,43.7,
Hamilton,34.9,33.8,31.6,,
London,46.9,47.1,46.7,42.7,43.8
Muskoka,,,,,
Niagara,38.1,37.6,35.7,,
Ottawa,39.9,38.3,,,
Peel,,,,,
Sudbury (Greater),46.6,43.0,39.7,44.0,44.8
Thunder Bay,47.4,43.5,44.9,,
Toronto,39.3,36.4,38.5,38.4,39.7
Waterloo,40.0,42.8,44.4,41.5,43.5
Windsor,40.8,39.7,38.4,40.0,45.0
Winnipeg,36.8,36.6,,,
York,45.1,45.0,46.7,44.7,42.8
