Municipality,2012,2011,2010,2009,2008
Barrie,,-3.4,-3.8,,
Brant,,,,,
Caledon,,,,-9.6,
Durham,-5.4,-3.2,-5.0,-4.8,
Halton,-6.8,-3.0,-4.0,-4.4,
Hamilton,-5.4,-1.4,1.2,0.0,
London,-2.5,-1.8,0.8,-0.2,
Muskoka,,,,-7.8,
Niagara,-3.0,7.8,4.8,-2.0,
Ottawa,-5.4,-8.0,-6.0,-0.8,
Peel,,,,-1.0,
Sudbury (Greater),-2.2,-1.2,-1.2,3.0,
Thunder Bay,-5.2,-3.6,-2.4,-1.4,
Toronto,-3.9,-2.2,-2.2,1.0,
Waterloo,1.8,0.7,8.0,2.4,
Windsor,-0.3,-1.0,-1.2,-2.0,
Winnipeg,-1.7,-3.2,,,
York,-3.4,-3.2,6.4,-3.2,
