Municipality,2012,2011,2010,2009,2008
Barrie,,-4.8,-4.2,,
Brant,,,,,
Caledon,,,,-6.2,
Durham,-5.8,-5.8,-4.0,-1.8,
Halton,-6.1,-3.8,-2.8,-3.8,
Hamilton,-4.0,-3.2,-2.0,-2.0,
London,-3.9,-5.0,-1.8,1.0,
Muskoka,,,-3.8,-6.6,
Niagara,-3.6,-2.6,-4.0,-4.0,
Ottawa,-4.4,-6.2,-5.0,-4.8,
Peel,,,,-2.8,
Sudbury (Greater),-1.9,-0.4,-0.6,-2.0,
Thunder Bay,-4.1,-1.8,0.0,0.6,
Toronto,-4.7,-0.6,-3.8,-2.8,
Waterloo,-2.4,-3.7,0.2,0.0,
Windsor,-3.8,-4.6,-4.8,-7.2,
Winnipeg,-7.3,-8.4,,,
York,-4.5,-4.6,-3.8,-5.0,
