Municipality,2012,2011,2010,2009,2008
Barrie,34.0,35.0,33.0,,
Brant,,,,,
Caledon,,,,,
Durham,40.6,40.9,40.2,40.2,37.6
Halton,31.1,32.9,30.6,35.5,
Hamilton,27.0,24.6,23.2,,
London,40.0,39.7,38.9,35.6,37.1
Muskoka,,,,,
Niagara,28.9,28.3,28.2,,
Ottawa,32.1,32.6,,,
Peel,,,,,
Sudbury (Greater),34.9,34.4,28.2,33.1,34.6
Thunder Bay,35.2,32.9,34.5,,
Toronto,29.3,26.7,29.7,28.5,31.3
Waterloo,33.4,35.1,37.6,34.0,35.1
Windsor,31.7,30.9,28.3,29.4,35.8
Winnipeg,26.8,25.2,,,
York,36.6,35.3,38.7,37.5,35.4
