Municipality,2012,2011,2010,2009,2008
Barrie,12.6,12.9,12.9,12.9,
Brant,,,,,0.3
Calgary,4.9,4.6,,,
Hamilton,4.8,4.8,4.7,4.7,4.8
London,5.8,5.6,6.0,5.4,5.3
Ottawa,3.5,3.4,3.4,1.9,1.8
Sudbury (Greater),0.5,0.5,0.5,0.5,0.5
Thunder Bay,5.3,3.1,3.5,3.5,3.5
Toronto,6.0,6.0,6.0,6.0,6.0
Windsor,3.0,3.0,3.0,3.0,2.9
Winnipeg,2.8,2.9,2.8,2.8,
