Municipality,2012,2011,2010,2009,2008
Barrie,19.3,19.3,19.4,19.4,
Brant,,,,,1.4
Calgary,16.3,16.4,,,
Hamilton,7.0,6.8,6.9,9.5,9.5
London,2.1,,15.6,16.0,16.2
Ottawa,19.9,23.5,23.5,,
Sudbury (Greater),7.5,7.6,7.6,7.6,7.6
Thunder Bay,35.5,35.5,31.9,31.9,32.1
Toronto,24.2,23.3,22.7,21.1,20.7
Windsor,54.8,54.8,55.0,54.8,54.8
Winnipeg,23.2,22.1,21.5,21.3,
