Municipality,2012,2011,2010,2009,2008
Barrie,0.70,0.71,0.71,0.71,
Brant,,,,,6.45
Calgary,0.80,0.82,,,
Hamilton,10.09,9.98,10.02,9.51,9.63
London,3.24,3.28,3.29,2.49,2.51
Ottawa,10.16,9.28,9.37,9.69,8.57
Sudbury (Greater),3.70,3.75,3.77,1.24,1.24
Thunder Bay,2.78,0.93,0.92,0.92,0.92
Toronto,3.40,3.55,2.92,2.72,2.59
Windsor,3.79,3.79,2.76,2.30,2.30
Winnipeg,1.13,1.16,1.02,0.89,
