Municipality,2012,2011,2010,2009,2008
Barrie,9.3,9.6,9.6,12.3,
Brant,,,,,0.0
Calgary,4.9,4.6,,,
Hamilton,0.8,0.8,0.8,0.8,0.8
London,3.5,3.4,3.4,3.3,3.3
Ottawa,0.7,0.5,0.5,0.4,0.4
Sudbury (Greater),0.7,0.7,0.7,0.7,0.7
Thunder Bay,5.3,5.3,3.6,3.6,3.4
Toronto,5.8,5.8,5.8,5.8,5.8
Windsor,2.9,2.9,2.9,2.9,2.9
Winnipeg,2.2,2.2,2.2,2.2,
