Municipality,2012,2011,2010,2009,2008
Barrie,3.4,3.4,3.4,4.4,
Brant,,,,,0.1
Calgary,4.3,4.3,,,
Hamilton,1.5,1.5,1.5,1.1,1.1
London,2.5,2.4,2.3,2.3,2.3
Ottawa,0.8,0.8,0.8,1.3,1.2
Sudbury (Greater),0.4,0.4,0.4,0.4,0.4
Thunder Bay,0.9,0.9,1.0,1.0,1.7
Toronto,6.9,6.9,6.9,6.9,6.9
Windsor,3.6,3.6,3.6,3.6,3.6
Winnipeg,3.9,4.2,4.2,4.2,
