Municipality,2012,2011,2010,2009,2008
Barrie,12.59,12.77,12.77,12.86,
Brant,,,,,25.81
Calgary,,,,,
Hamilton,2.80,2.82,2.84,2.85,2.70
London,2.97,3.01,3.01,1.93,1.95
Ottawa,3.64,3.88,3.59,10.24,5.35
Sudbury (Greater),6.17,6.25,6.29,6.21,6.21
Thunder Bay,2.78,2.78,2.75,2.75,1.83
Toronto,2.33,2.54,2.49,2.65,2.37
Windsor,6.16,6.16,5.99,5.99,5.99
Winnipeg,2.27,2.31,2.34,2.37,
