Municipality,2012,2011,2010,2009,2008
Barrie,4.6,4.6,4.6,4.6,
Brant,,,,,1.1
Calgary,4.3,4.3,,,
Hamilton,5.1,5.1,5.1,5.2,5.0
London,4.0,3.9,4.2,3.7,3.7
Ottawa,5.5,5.7,5.7,8.5,8.1
Sudbury (Greater),3.4,3.3,3.3,3.3,3.3
Thunder Bay,3.3,1.5,1.6,1.6,1.6
Toronto,7.2,7.2,7.1,7.1,7.1
Windsor,3.6,3.6,3.6,3.6,3.6
Winnipeg,5.3,5.7,5.7,5.7,
