Municipality,2012,2011,2010,2009,2008
Barrie,6.29,6.38,6.38,6.43,
Brant,,,,,3.23
Calgary,2.05,2.20,,,
Hamilton,2.06,2.07,2.08,2.28,2.50
London,5.95,6.01,6.03,6.08,6.13
Ottawa,3.10,2.70,2.72,,
Sudbury (Greater),3.70,3.75,3.77,3.73,3.73
Thunder Bay,9.26,9.26,9.17,9.17,9.17
Toronto,2.15,2.11,1.84,1.74,1.68
Windsor,14.69,13.74,13.36,13.36,13.36
Winnipeg,1.56,1.73,1.75,1.78,
