Municipality,2012,2011,2010,2009,2008
Barrie,104.20,105.67,104.96,105.71,
Brant,,,,,274.19
Calgary,95.80,96.06,,,
Hamilton,49.53,50.09,49.53,49.24,48.75
London,75.95,74.86,71.78,68.23,66.85
Ottawa,77.54,75.62,75.60,74.45,199.67
Sudbury (Greater),75.31,73.13,73.58,72.67,72.67
Thunder Bay,64.81,58.33,57.80,57.80,64.22
Toronto,32.10,32.29,31.30,30.19,30.23
Windsor,70.14,70.14,71.89,71.89,71.89
Winnipeg,68.79,70.81,71.64,52.30,
