Municipality,2012,2011,2010,2009,2008
Barrie,0.0,0.0,100.0,100.0,
Brant,,,,,0.0
Calgary,,,0.0,0.0,0.0
Durham,0.0,9.4,0.0,,0.0
Halton,0.0,0.0,0.0,0.0,0.0
Hamilton,0.0,0.0,0.0,0.0,0.0
London,12.6,12.6,12.6,12.6,12.6
Muskoka,0.0,0.0,0.0,0.0,0.0
Niagara,,,,,
Ottawa,0.0,1.1,,0.0,0.0
Peel,,,,0.0,
Sudbury (Greater),33.4,33.4,32.9,32.9,30.6
Thunder Bay,0.0,15.3,0.0,100.0,100.0
Toronto,0.0,0.0,0.0,0.0,0.0
Waterloo,33.4,33.4,34.3,33.4,33.4
Windsor,0.0,0.0,0.0,0.0,0.0
Winnipeg,0.0,0.0,0.0,,
York,,,,,
