Municipality,2012,2011,2010,2009,2008
Barrie,,,,,
Brant,,,,,
Calgary,,,,,
Durham,382.00,382.00,382.00,382.00,
Halton,,,,,
Hamilton,,,,,
London,,,,,
Muskoka,,,,,
Niagara,,,,,
Ottawa,,,,,
Peel,,,,,
Sudbury (Greater),627.00,627.00,627.00,627.00,
Thunder Bay,,,,,
Toronto,,,,,
Waterloo,,,,,
Windsor,,0.00,,,
Winnipeg,,,,,
York,1776.00,,1776.00,1568.00,
