Municipality,2012,2011,2010,2009,2008
Barrie,46.6,45.7,46.9,45.5,
Brant,,,,,
Calgary,,,,,
Durham,53.6,52.5,51.6,51.1,
Halton,,,,,
Hamilton,42.8,42.7,43.0,47.6,
London,,,,,
Muskoka,29.0,29.7,32.8,25.0,
Niagara,54.9,43.6,50.7,46.6,
Ottawa,39.4,38.4,38.8,,
Peel,,,,51.6,
Sudbury (Greater),,,,,
Thunder Bay,16.6,18.6,21.0,28.6,
Toronto,51.7,49.0,,43.8,
Waterloo,,,,50.5,
Windsor,38.1,36.4,38.5,40.2,
Winnipeg,13.0,12.2,,,
York,54.0,51.7,49.7,54.3,
