Municipality,2012,2011,2010,2009,2008
Barrie,20.7,21.8,21.0,24.9,
Brant,,,,,
Calgary,,,,,
Durham,13.3,13.8,13.4,13.2,15.2
Halton,,,,,
Hamilton,,,,,
London,,,,,
Muskoka,,,,,
Niagara,,,,,
Ottawa,14.9,18.8,19.2,20.8,21.6
Peel,,,,13.5,11.7
Sudbury (Greater),,,,,
Thunder Bay,,,,,
Toronto,23.7,20.4,17.8,15.7,15.1
Waterloo,,,,,
Windsor,,,,,
Winnipeg,18.8,23.5,,,
York,,,,,
