Municipality,2012,2011,2010,2009,2008
Barrie,372.93 ,321.40 ,313.20 ,282.97 ,
Calgary,292.91 ,296.76 ,310.35 ,,
Hamilton,304.63 ,291.71 ,319.74 ,298.58 ,286.83 
London,301.53 ,291.74 ,272.32 ,261.76 ,249.70 
Ottawa,276.78 ,279.54 ,237.19 ,255.69 ,228.37 
Sudbury (Greater),288.78 ,285.68 ,279.77 ,242.30 ,243.38 
Thunder Bay,200.57 ,191.36 ,171.04 ,156.16 ,158.55 
Toronto,323.55 ,360.63 ,296.61 ,328.69 ,300.43 
Windsor,316.28 ,311.03 ,271.09 ,263.66 ,233.22 
Winnipeg,226.59 ,224.18 ,,,
