Municipality,2012,2011,2010,2009,2008
Barrie,2086.77 ,1806.43 ,1759.82 ,1466.70 ,
Calgary,2233.97 ,2209.97 ,2018.82 ,,
Hamilton,2748.81 ,2676.61 ,,,
London,2688.40 ,2511.93 ,2520.90 ,2662.78 ,
Ottawa,3056.26 ,2796.10 ,2467.13 ,2208.63 ,
Sudbury (Greater),2885.04 ,2747.76 ,2873.21 ,3362.75 ,
Thunder Bay,2211.51 ,2274.93 ,2054.38 ,2011.17 ,
Toronto,1550.43 ,1655.31 ,1378.84 ,1517.35 ,
Windsor,3658.12 ,3450.57 ,2936.71 ,2566.33 ,
Winnipeg,1140.23 ,1102.72 ,,,
