Municipality,2012,2011,2010,2009,2008
Barrie,14.30,66.70,66.70,42.90,
Calgary,15.00,31.60,32.10,,
Hamilton,61.40,43.20,56.10,35.80,60.40
London,25.00,32.40,25.00,36.40,66.70
Ottawa,48.40,53.80,50.00,54.80,69.20
Sudbury (Greater),100.00,0.00,37.50,42.90,81.80
Thunder Bay,66.70,53.80,70.00,69.20,33.30
Toronto,42.20,66.70,47.30,53.70,43.50
Windsor,72.00,29.40,66.70,57.10,56.30
Winnipeg,38.70,50.00,,,
