Municipality,2012,2011,2010,2009,2008
Barrie,10.832,10.943,11.107,11.5,
Calgary,10.784,11.12,11.174,,
Hamilton,10.741,11.204,12.026,11.147,12.314
London,12.148,12.621,12.671,13.466,11.495
Ottawa,13.033,13.566,13.509,13.845,12.81
Sudbury (Greater),14.611,15.025,14.718,14.924,16.91
Thunder Bay,19.324,19.86,21.312,19.654,16.868
Toronto,13.65,14.084,14.903,15.45,15.683
Windsor,13.348,13.737,14.452,14.989,13.447
Winnipeg,15.153,15.74,,,
