Municipality,2012,2011,2010,2009,2008
Barrie,4,4,,,
Calgary,5,4,,,
Hamilton,4,4,,,
London,,,,,
Ottawa,13,13,,,
Sudbury (Greater),11,11,,,
Thunder Bay,9,9,,,
Toronto,2,,,,
Windsor,0,0,,,
Winnipeg,9,8,,,
