Municipality,2012,2011,2010,2009,2008
Barrie,0.67,0.84,0.78,1.04,
Calgary,0.61,0.63,0.59,,
Hamilton,0.76,0.66,1.03,1.1,1.04
London,0.96,1.03,1.07,0.99,0.96
Ottawa,0.9,0.84,1.01,1.07,0.99
Sudbury (Greater),1.31,1.31,1.19,1.41,1.37
Thunder Bay,1.49,1.8,1.48,1.56,1.48
Toronto,0.89,0.9,0.95,1,0.98
Windsor,1.67,1.38,1.66,1.62,1.64
Winnipeg,1.99,1.63,,,
