Municipality,2012,2011,2010,2009,2008
Barrie,138.61 ,125.50 ,118.79 ,105.98 ,
Calgary,155.71 ,152.76 ,146.64 ,,
Hamilton,136.34 ,132.90 ,128.65 ,125.76 ,123.76 
London,144.62 ,142.73 ,134.29 ,129.41 ,123.94 
Ottawa,153.36 ,159.51 ,139.09 ,141.55 ,133.18 
Sudbury (Greater),133.37 ,132.07 ,127.76 ,108.71 ,107.57 
Thunder Bay,219.47 ,229.67 ,201.94 ,172.48 ,189.53 
Toronto,109.57 ,135.19 ,127.18 ,135.04 ,123.07 
Windsor,189.65 ,187.54 ,159.27 ,150.98 ,137.76 
Winnipeg,132.67 ,128.32 ,,,
