Municipality,2012,2011,2010,2009,2008
Barrie,5.08,7,6,11.51,
Calgary,4.53,3.89,4.93,,
Hamilton,5.54,4.97,2.84,5.91,8.2
London,5.44,5.59,4.01,8.25,11.65
Ottawa,6.5,6.88,9.53,9.94,8.2
Sudbury (Greater),15.27,19.51,11.11,10.86,8.55
Thunder Bay,5.24,9.4,7.14,6.34,5.64
Toronto,5.23,5.36,8.72,9.46,7.87
Windsor,6.33,6.88,5.81,3.69,4.88
Winnipeg,13.62,14.61,,,
