Municipality,2012,2011,2010,2009,2008
Barrie,5.78 ,5.90 ,4.64 ,4.82 ,
Calgary,3.85 ,3.51 ,3.00 ,,
Hamilton,5.26 ,5.61 ,,,3.02 
London,5.01 ,5.21 ,4.98 ,4.72 ,4.74 
Ottawa,4.66 ,4.38 ,4.17 ,4.16 ,4.11 
Sudbury (Greater),6.05 ,5.66 ,5.66 ,5.46 ,5.71 
Thunder Bay,7.02 ,7.02 ,5.23 ,4.42 ,4.42 
Toronto,4.13 ,4.11 ,4.28 ,4.12 ,3.96 
Windsor,5.71 ,5.79 ,5.61 ,5.00 ,4.93 
Winnipeg,3.04 ,2.98 ,,,
