Municipality,2012,2011,2010,2009,2008
Barrie,0.699,0.709,0.709,0,
Calgary,0.268,0.183,0.187,,
Hamilton,0.203,0.205,0.823,0.413,1.466
London,0.27,0,0.821,0,0
Ottawa,0.237,0.479,0,0.733,0.124
Sudbury (Greater),0,0.889,0.853,0.845,0.845
Thunder Bay,2.768,1.845,0,0.917,0
Toronto,0.394,0.609,0.577,0.726,0.475
Windsor,0.948,1.897,0.462,0,0.462
Winnipeg,0.993,0.867,,,
