Municipality,2012,2011,2010,2009,2008
Barrie,0.43,0.45,0.44,0.44,
Calgary,0.64,0.63,0.57,,
Hamilton,0.5,0.52,0.45,0.45,0.46
London,0.52,0.53,0.53,0.53,0.54
Ottawa,0.65,0.66,0.68,0.63,0.64
Sudbury (Greater),0.54,0.55,0.52,0.52,0.52
Thunder Bay,1.21,1.29,1.28,1.28,1.28
Toronto,0.45,0.45,0.46,0.46,0.46
Windsor,0.66,0.66,0.64,0.64,0.67
Winnipeg,0.68,0.65,,,
