Municipality,2012,2011,2010,2009,2008
Barrie,1.44 ,1.37 ,1.38 ,1.40 ,
Calgary,0.91 ,0.90 ,0.88 ,,
Hamilton,1.57 ,1.66 ,1.68 ,1.73 ,1.68 
London,1.60 ,1.62 ,1.60 ,1.63 ,1.65 
Ottawa,1.36 ,1.45 ,1.34 ,1.39 ,1.34 
Sudbury (Greater),1.46 ,1.61 ,1.76 ,1.92 ,1.92 
Thunder Bay,3.42 ,3.57 ,3.62 ,3.40 ,3.50 
Toronto,0.87 ,1.04 ,0.93 ,1.11 ,1.08 
Windsor,2.90 ,2.66 ,2.35 ,2.31 ,2.00 
Winnipeg,1.75 ,1.77 ,,,
