Municipality,2012,2011,2010,2009,2008
Barrie,,,,,
Calgary,,,,,
Hamilton,6.55,6.6,6.01,6.04,6.12
London,,,,,
Ottawa,5.28,5.32,5.4,5.87,5.93
Sudbury (Greater),7.3,7.39,8.5,8.34,8.34
Thunder Bay,,,,,
Toronto,,,,,
Windsor,,,,,
Winnipeg,,,,,
