Municipality,2012,2011,2010,2009,2008
Barrie,3581.45 ,3297.76 ,3249.19 ,2767.45 ,
Calgary,4232.40 ,4286.98 ,4223.35 ,,
Hamilton,3328.28 ,3218.32 ,3185.81 ,3086.72 ,
London,7239.69 ,6890.85 ,6416.20 ,6172.07 ,
Ottawa,7023.27 ,6517.19 ,5788.77 ,5593.05 ,
Sudbury (Greater),5477.56 ,5510.36 ,5640.72 ,4914.63 ,
Thunder Bay,3519.62 ,3627.30 ,3263.39 ,3311.70 ,
Toronto,3404.50 ,3143.29 ,2645.83 ,2978.24 ,
Windsor,6833.90 ,6657.02 ,5414.83 ,5469.35 ,
Winnipeg,1755.76 ,1692.45 ,,,
