Municipality,2012,2011,2010,2009,2008
Barrie,100,100,100,,
Calgary,0,0,50,,
Hamilton,100,0,50,50,0
London,0,,,,
Ottawa,100,0,0,66.7,100
Sudbury (Greater),0,100,100,50,0
Thunder Bay,33.3,50,,0,
Toronto,44.4,35.3,6.3,20,30.8
Windsor,,25,100,,100
Winnipeg,71.4,,,,
