Municipality,2012,2011,2010,2009,2008
Barrie,6.30,19.40,14.50,6.00,
Calgary,4.20,3.60,10.10,,
Hamilton,5.90,8.20,8.00,8.70,4.50
London,0.80,1.70,7.80,2.80,6.50
Ottawa,2.10,1.50,2.00,2.00,3.30
Sudbury (Greater),6.00,2.90,1.90,0.50,0.70
Thunder Bay,3.10,1.60,2.60,6.90,7.80
Toronto,1.30,1.80,2.00,2.20,2.10
Windsor,9.80,12.60,3.70,4.70,11.70
Winnipeg,18.20,20.10,,,
