Municipality,2012,2011,2010,2009,2008
Barrie,5.076,7,6,11.511,
Calgary,4.531,3.893,4.933,,
Hamilton,5.433,4.931,2.732,6.317,8.629
London,5.444,5.587,4.011,8.25,11.65
Ottawa,6.709,7.624,9.289,10.334,8.347
Sudbury (Greater),15.646,18.792,10.667,12.963,8.025
Thunder Bay,5.243,3.501,7.143,6.391,5.639
Toronto,5.235,5.358,8.717,9.462,7.867
Windsor,6.335,6.881,5.806,3.688,4.884
Winnipeg,13.623,14.61,,,
