Municipality,2012,2011,2010,2009,2008
Barrie,4.503,5.057,4.064,4.529,
Calgary,12.154,12.849,12.13,,
Hamilton,5.56,5.635,5.576,5.957,3.677
London,2.744,2.92,3.073,3.045,5.139
Ottawa,4.609,4.79,3.44,3.319,4.186
Sudbury (Greater),5.287,6.321,6.238,5.789,8.383
Thunder Bay,6.921,5.851,6.24,6.056,6.029
Toronto,5.246,5.98,5.809,5.889,6.779
Windsor,5.301,5.311,5.275,5.091,7.178
Winnipeg,14.793,16.912,,,
