Municipality,2012,2011,2010,2009,2008
Barrie,,,,,
Calgary,,,,,
Hamilton,0.579,0.707,1.548,2.201,1.052
London,,,,,
Ottawa,1.047,1.057,1.796,1.248,1.748
Sudbury (Greater),1.329,1.306,0.909,1.633,1.327
Thunder Bay,,,,,
Toronto,,,,,
Windsor,,,,,
Winnipeg,,,,,
