Municipality,2012,2011,2010,2009,2008
Barrie,4.9,4.26,4.26,5,
Calgary,1.79,1.74,2.61,,
Hamilton,7.85,6.97,7.76,10.08,9.25
London,6.49,10.1,6.57,6.07,4.18
Ottawa,3.32,2.8,2.83,4.62,4.34
Sudbury (Greater),4.94,4.37,5.66,4.36,6.85
Thunder Bay,5.54,11.99,9.17,11.92,2.75
Toronto,4.59,2.9,1.98,2.43,2.26
Windsor,13.28,16.12,9.7,11.09,7.39
Winnipeg,21.99,20.82,,,
