Municipality,2012,2011,2010,2009,2008
Barrie,0.007,0.01,,,
Calgary,0.005,0.005,,,
Hamilton,0,0,,,
London,0.011,0.011,,,
Ottawa,0.005,0.005,,,
Sudbury (Greater),0.018,0.018,,,
Thunder Bay,0.009,0,,,
Toronto,0.005,0.008,,,
Windsor,0.009,0.009,,,
Winnipeg,0.007,0.006,,,
