Municipality,2012,2011,2010,2009,2008
Barrie,0.049,0.05,,,
Calgary,0.034,0.036,,,
Hamilton,0.051,0.049,,,
London,0.041,0.044,,,
Ottawa,0.039,0.041,,,
Sudbury (Greater),0.062,0.062,,,
Thunder Bay,0.065,0.065,,,
Toronto,0.035,0.038,,,
Windsor,0.047,0.047,,,
Winnipeg,0.026,0.029,,,
