Municipality,2012,2011,2010,2009,2008
Barrie,0.035,0.04,,,
Calgary,0.017,0.016,,,
Hamilton,0.014,0.014,,,
London,0.016,0.019,,,
Ottawa,0.013,0.013,,,
Sudbury (Greater),0.026,0.027,,,
Thunder Bay,0.028,0.018,,,
Toronto,0.014,0.014,,,
Windsor,0.014,0.014,,,
Winnipeg,0.011,0.012,,,
