Municipality,2012,2011,2010,2009,2008
Barrie,,,,,
Calgary,,,,,
Hamilton,2.326,0,9.524,14.286,2.381
London,,,,,
Ottawa,2.151,1.087,2.198,1.111,1.124
Sudbury (Greater),6.25,0,2.381,4.762,11.905
Thunder Bay,,,,,
Toronto,,,,,
Windsor,,,,,
Winnipeg,,,,,
