Municipality,2012,2011,2010,2009,2008
Barrie,,,,,
Calgary,,,,,
Hamilton,6.78,5.208,4.132,3.125,5.208
London,,,,,
Ottawa,5.31,2.691,10.86,7.306,7.373
Sudbury (Greater),14.545,21.818,12.281,8.451,9.155
Thunder Bay,,,,,
Toronto,,,,,
Windsor,,,,,
Winnipeg,,,,,
