Municipality,2012,2011,2010,2009,2008
Barrie,4.9,4.26,4.26,5,
Calgary,1.79,1.74,2.61,,
Hamilton,8.33,7.57,7.61,9.71,9.84
London,6.49,10.1,6.57,6.07,4.18
Ottawa,3.44,2.99,2.9,5.01,4.69
Sudbury (Greater),4.41,6.22,6.82,4.23,5.07
Thunder Bay,5.54,11.99,9.17,11.92,2.75
Toronto,4.59,2.9,1.98,2.43,2.26
Windsor,13.28,16.12,9.7,11.09,7.39
Winnipeg,21.99,20.82,,,
