Municipality,2012,2011,2010,2009,2008
Barrie,0.7,0.71,0.71,0,
Calgary,0.27,0.18,0.19,,
Hamilton,0.19,0.19,0.76,0.38,1.35
London,0.27,0,0.82,0,0
Ottawa,0.21,0.43,0.11,0.66,0.11
Sudbury (Greater),0.62,0.62,0.63,1.24,0.62
Thunder Bay,2.77,1.85,0,0.92,0
Toronto,0.39,0.61,0.58,0.73,0.47
Windsor,0.95,1.9,0.46,0,0.46
Winnipeg,0.99,0.87,,,
