Municipality,2012,2011,2010,2009,2008
Barrie,5.54,9.09,5.59,4.59,
Brant,,,,,5.92
Hamilton,3.15,2.58,5.20,,5.05
London,4.77,4.82,5.81,5.01,5.22
Ottawa,3.93,3.83,4.19,4.05,4.24
Sudbury (Greater),4.33,3.86,4.67,4.46,4.45
Thunder Bay,3.91,4.31,3.73,3.88,3.91
Toronto,5.21,5.24,5.48,5.61,5.54
Waterloo,3.40,3.39,3.68,3.07,3.71
Windsor,2.40,2.40,3.13,2.07,1.81
Winnipeg,3.70,3.99,3.60,3.76,
