Municipality,2012,2011,2010,2009,2008
Barrie,3.35,3.60,3.21,2.82,
Brant,,,,,1.77
Hamilton,5.35,4.94,4.43,5.13,5.20
London,12.71,12.29,12.66,11.59,8.95
Ottawa,12.18,16.17,13.59,6.95,6.44
Sudbury (Greater),5.73,3.65,3.63,2.86,2.47
Thunder Bay,4.71,3.34,3.12,3.34,3.28
Toronto,9.30,8.39,9.74,8.49,9.29
Waterloo,2.49,2.47,2.74,2.88,2.02
Windsor,2.07,2.19,1.82,1.62,1.48
Winnipeg,3.12,2.36,2.16,2.07,
