Municipality,2012,2011,2010,2009,2008
Barrie,13.3,14.3,10.1,12.5,
Brant,,,,,18.2
Hamilton,22.0,23.2,21.4,21.6,19.8
London,22.4,23.1,22.6,22.0,21.2
Ottawa,19.3,20.3,20.4,20.8,20.3
Sudbury (Greater),17.5,18.3,18.0,15.8,18.0
Thunder Bay,16.0,17.7,17.6,9.9,23.9
Toronto,21.4,22.5,22.1,21.7,20.5
Waterloo,11.5,11.8,12.5,13.1,12.5
Windsor,13.0,13.0,11.7,11.7,11.4
Winnipeg,13.6,13.8,13.8,13.2,
