Municipality,2012,2011,2010,2009,2008
Barrie,101.4,902.1,902.1,,
Brant,,,,,
Hamilton,134.0,119.4,115.4,,
London,686.1,719.0,721.0,,
Ottawa,154.6,156.0,153.7,,
Sudbury (Greater),239.7,179.7,181.2,,
Thunder Bay,443.7,443.7,530.7,,
Toronto,256.7,254.1,255.3,,
Waterloo,193.5,197.5,190.3,,
Windsor,220.5,221.0,410.2,,
Winnipeg,187.1,190.7,200.4,,
