Municipality,2012,2011,2010,2009,2008
Barrie,,37.0,38.1,39.3,
Brant,,,,,0.0
Hamilton,40.6,40.6,40.0,39.9,47.7
London,49.2,49.4,49.4,50.2,50.5
Ottawa,36.1,39.0,33.2,32.6,32.6
Sudbury (Greater),50.7,49.2,49.7,49.1,46.4
Thunder Bay,35.8,38.5,35.7,36.9,60.4
Toronto,47.6,46.7,48.1,45.2,50.0
Waterloo,32.7,32.1,34.3,33.3,35.0
Windsor,46.1,42.0,49.5,54.2,48.2
Winnipeg,48.4,54.0,50.4,68.2,
