Municipality,2012,2011,2010,2009,2008
Barrie,0.45,0.29,0.29,0.29,
Brant,,,,,0.89
Hamilton,0.68,0.68,0.68,0.64,0.61
London,0.89,0.90,0.89,0.89,0.90
Ottawa,0.48,0.48,0.46,0.47,0.48
Sudbury (Greater),0.74,0.69,0.70,0.69,0.69
Thunder Bay,0.55,0.55,0.55,0.55,0.55
Toronto,0.67,0.66,0.67,0.68,0.67
Waterloo,0.45,0.46,0.48,0.49,0.49
Windsor,0.74,0.74,0.72,0.72,0.72
Winnipeg,0.49,0.50,0.50,0.51,
