Municipality,2012,2011,2010,2009,2008
Barrie,0.14,0.14,0.14,0.16,
Brant,,,,,0.43
Hamilton,0.23,0.21,0.20,0.17,0.16
London,0.53,0.52,0.51,0.49,0.49
Ottawa,0.23,0.22,0.21,0.22,0.22
Sudbury (Greater),0.16,0.24,0.19,0.18,0.25
Thunder Bay,0.24,0.24,0.21,0.23,0.24
Toronto,0.28,0.31,0.29,0.27,0.25
Waterloo,0.31,0.33,0.32,0.28,0.28
Windsor,0.22,0.22,0.18,0.18,0.10
Winnipeg,0.11,0.11,0.09,0.11,
