Municipality,2012,2011,2010,2009,2008
Barrie,40.21,33.02,31.88,28.04,
Brant,,,,,47.73
Hamilton,47.34,46.49,48.80,48.38,57.69
London,50.13,51.67,47.09,47.92,51.55
Ottawa,56.25,54.85,49.13,49.77,45.66
Sudbury (Greater),44.07,44.26,42.04,43.26,46.07
Thunder Bay,49.62,52.56,75.02,47.08,48.18
Toronto,57.85,63.94,60.73,58.91,64.76
Waterloo,37.20,37.71,37.60,40.50,38.23
Windsor,41.35,38.71,35.38,31.72,40.95
Winnipeg,37.20,37.45,38.32,,
