Municipality,2012,2011,2010,2009,2008
Barrie,0.23,0.46,0.18,0.15,
Brant,,,,,0.69
Hamilton,1.71,1.06,1.03,0.52,0.59
London,1.72,1.55,1.42,1.52,1.35
Ottawa,0.91,0.97,0.98,1.03,1.05
Sudbury (Greater),2.11,2.16,1.81,1.52,1.50
Thunder Bay,1.97,2.18,2.41,2.10,2.03
Toronto,2.20,2.29,2.16,2.22,2.01
Waterloo,0.19,0.20,0.21,0.28,0.20
Windsor,1.39,1.39,1.11,0.77,1.05
Winnipeg,0.79,0.91,0.92,1.02,
