Municipality,2012,2011,2010,2009,2008
Barrie,0.05,0.02,0.02,0.02,
Brant,,,,,0.28
Hamilton,0.09,0.09,0.09,0.09,0.09
London,0.10,0.11,0.11,0.10,0.11
Ottawa,0.09,0.09,0.09,0.09,0.09
Sudbury (Greater),0.19,0.19,0.19,0.19,0.19
Thunder Bay,0.09,0.09,0.09,0.09,0.09
Toronto,0.09,0.09,0.10,0.09,0.09
Waterloo,0.23,0.20,0.21,0.21,0.21
Windsor,0.11,0.11,0.11,0.11,0.11
Winnipeg,0.07,0.07,0.07,0.07,
