Municipality,2012,2011,2010,2009,2008
Barrie,72.9,72.4,47.8,53.6,
Brant,,,,,83.2
Hamilton,68.3,72.2,75.6,76.9,74.5
London,55.5,56.8,57.1,60.1,61.7
Ottawa,55.3,51.4,55.5,68.7,72.4
Sudbury (Greater),63.8,70.2,71.3,72.5,77.2
Thunder Bay,51.3,58.9,65.3,38.0,74.6
Toronto,61.4,63.7,62.0,64.1,61.7
Waterloo,63.5,67.7,71.9,79.0,81.6
Windsor,58.3,59.9,55.4,61.2,57.1
Winnipeg,71.9,76.1,77.1,76.3,
