Municipality,2012,2011,2010,2009,2008
Barrie,0.29,0.32,0.31,0.25,
Brant,,,,,0.74
Hamilton,0.49,0.55,0.85,0.85,0.87
London,0.41,0.46,0.45,0.44,0.33
Ottawa,0.35,0.39,0.74,0.70,0.74
Sudbury (Greater),1.51,1.24,1.38,0.91,0.74
Thunder Bay,0.63,0.87,0.70,0.82,0.77
Toronto,0.60,0.85,0.80,0.87,0.74
Waterloo,0.12,0.30,0.47,0.41,0.41
Windsor,0.22,0.22,0.62,0.51,0.51
Winnipeg,0.53,0.50,0.48,0.51,
