Municipality,2012,2011,2010,2009,2008
Barrie,0.96,1.29,1.14,2.18,
Brant,,,,,1.23
Hamilton,1.45,1.75,0.62,0.80,0.99
London,2.64,2.70,2.30,1.33,2.76
Ottawa,1.58,1.50,1.53,1.46,0.37
Sudbury (Greater),1.79,1.70,1.72,1.48,1.33
Thunder Bay,7.14,5.94,3.67,3.95,5.18
Toronto,0.90,1.05,1.13,1.15,1.21
Waterloo,3.50,2.71,1.80,0.24,1.14
Windsor,3.87,4.15,2.61,1.65,1.47
Winnipeg,0.83,0.68,0.80,0.92,
