Municipality,2012,2011,2010,2009,2008
Barrie,,2.87,2.43,2.18,
Brant,,,,,4.05
Hamilton,2.39,2.27,2.20,2.03,1.95
London,2.43,2.39,2.45,2.54,2.56
Ottawa,2.52,2.54,2.66,2.47,2.50
Sudbury (Greater),2.73,3.22,3.14,3.29,2.66
Thunder Bay,2.83,3.14,3.04,2.94,2.90
Toronto,3.81,3.99,3.97,4.04,4.03
Waterloo,3.57,4.03,3.43,2.88,2.98
Windsor,3.54,3.57,3.22,2.87,2.83
Winnipeg,2.01,2.12,2.35,2.42,
