Municipality,2012,2011,2010,2009,2008
Barrie,,63.0,63.0,,
Brant,,,,,34.8
Hamilton,39.1,39.0,40.3,39.0,37.6
London,48.4,48.8,48.6,47.5,47.6
Ottawa,48.6,48.6,47.9,47.9,48.1
Sudbury (Greater),47.3,47.3,47.3,47.3,47.2
Thunder Bay,49.3,49.8,48.0,49.5,49.5
Toronto,52.9,53.0,53.4,51.9,51.9
Waterloo,26.1,26.1,25.6,25.6,25.4
Windsor,47.0,47.0,47.0,47.0,47.0
Winnipeg,47.8,47.5,46.0,46.9,
