Municipality,2012,2011,2010,2009,2008
Barrie,0.15,0.00,0.00,,
Brant,,,,,0.01
Hamilton,1.01,0.77,0.68,0.04,
London,0.34,0.47,0.44,0.14,0.11
Ottawa,0.24,0.16,0.12,0.06,0.03
Sudbury (Greater),0.05,0.05,0.08,0.12,0.02
Thunder Bay,0.21,0.09,0.06,0.03,0.01
Toronto,0.54,0.91,0.40,0.25,0.21
Waterloo,0.06,0.06,0.04,0.01,0.01
Windsor,0.19,0.19,0.14,0.13,0.07
Winnipeg,0.26,0.22,0.12,0.04,
